name,brand,loves,link,price,ingredients
Precleanse Cleansing Oil,Dermalogica,20840.0,https://www.sephora.com/product/precleanse-P423148?icid2=products,45.0,"Caprylic/Capric Triglycerides, Prunus Armeniaca (Apricot) Kernel Oil, PEG-40 Sorbitan Peroleate, Helianthus Annuus (Sunflower) Seed Oil, Citrus Aurantium Dulcis (Orange) Oil, Citrus Grandis (Grapefruit) Peel Oil, Cymbopogon Schoenanthus Oil, Borago Officinalis Seed Oil, Lavandula Angustifolia (Lavender) Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Solanum Lycopersicum (Tomato) Extract, Lavandula Hybrida Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Oryza Sativa (Rice) Bran Oil, Carthamus Tinctorius (Safflower) Seed Oil, Aleurites Moluccana Seed Oil, Cetyl Ethylhexanoate, Dicaprylyl Carbonate, Tocopheryl Acetate, Tocopherol, C12-15 Alkyl Benzoate, Citral, Limonene, Linalool"
Protini™ Polypeptide Moisturizer,Drunk Elephant,286941.0,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?icid2=products,68.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Pumpkin Enzyme Mask Enzymatic Dermal Resurfacer,Peter Thomas Roth,44877.0,https://www.sephora.com/product/pumpkin-enzymatic-dermal-resurfacer-P387261?icid2=products,60.0,"Water, Cucurbita Pepo (Pumpkin), Alumina, Glycerin, Triethanolamine, Carbomer, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Sodium Lactate, Ascorbic Acid, Tocopheryl Acetate, Retinyl Palmitate, BHT, Sodium Hyaluronate, Leuconostoc/Radish Root Ferment Filtrate, Helianthus Annuus (Sunflower) Seed Oil, Citric Acid, Disodium EDTA, Benzoic Acid, Sorbic Acid, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Phenoxyethanol, Benzyl Alcohol, Cinnamal, Fragrance"
Pure Argan Milk™ Intensive Hydrating Treatment,Josie Maran,34820.0,https://www.sephora.com/product/pure-argan-milk-tm-intensive-hydrating-treatment-P384780?icid2=products,56.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Maracuja Oil,tarte,82346.0,https://www.sephora.com/product/pure-maracuja-oil-P376726?icid2=products,48.0,"Passiflora Edulis Seed Oil, Citrus Paradisi (Grapefruit) Peel Oil, Limonene, Tocopherol, Oryza Sativa (Rice) Bran Extract, Helianthus Annuus (Sunflower) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Citral, Linalool"
Purity Made Simple Pore Extractor Mask,philosophy,40166.0,https://www.sephora.com/product/purity-made-simple-pore-extractor-mask-P417621?icid2=products,35.0,", Lauryl Glucoside, Propylene Glycol, Polysilicone-11, Pvp, Xanthan Gum, Sailicylic Acid, Sodium Pca, Sodium Citrate, Citric Acid, Fragrance, Chlorphenesin, Linalool, Disodium Edta, Limonene, Laureth-12, Phenoxyethanol, Geraniol, Vanillyl Butyl Ether, Ethylhexylglycerin, Titanium Dioxide (Ci 77891)"
R.N.A. POWER Anti-Aging Face Cream,SK-II,15238.0,https://www.sephora.com/product/r-n-a-power-radical-new-age-cream-P405950?icid2=products,235.0,*Pitera™
Rapid Relief Acne Spot Treatment,Murad,28390.0,https://www.sephora.com/product/rapid-relief-acne-spot-treatment-P421432?icid2=products,23.0,"Water, Alcohol, Hamamelis Virginiana (Witch Hazel) Water, Propanediol, Pentylene Glycol, Glycerin, Silica, Butylene Glycol, Polyacrylate Crosspolymer-6, C12-15 Alkyl Lactate, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Avena Sativa (Oat) Kernel Extract, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Thymol, Terpineol, Hydroxyphenyl Propamidobenzoic Acid, Shea Butter Ethyl Esters, 4-t-Butylcyclohexanol, Disodium EDTA, Sodium Hydroxide"
Rare Earth Deep Pore Cleansing Mask,Kiehl's Since 1851,80211.0,https://www.sephora.com/product/rare-earth-deep-pore-cleansing-mask-P422002?icid2=products,38.0,"Water, Kaolin, Bentonite, Propanediol, Glycerin, CI 77891/Titanium Dioxide, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Zea Mays Starch/Corn Starch, Phenoxyethanol, Ceteareth-20, Caprylyl Glycol, Xanthan Gum, Ethylhexylglycerin, Tocopherol, Lecithin, Aloe Barbadensis/Aloe Barbadensis Leaf Juice, Avena Sativa Flour/Oat Kernel Flour, Allantoin"
Renewed Hope in A Jar Facial Moisturizer,philosophy,35751.0,https://www.sephora.com/product/renewed-hope-in-jar-refreshing-refining-moisturizer-P392232?icid2=products,39.0,"-Triple Blend of Alpha-Hydroxy Acids -Hyaluronate  -Asian Fruit Extracts  Water, Cyclopentasiloxane, Stearic Acid, Glycerin, Butylene Glycol, C12-15 Alkyl Benzoate, Glycolic Acid, Dimethicone, Polyacrylamide, Cetearyl Alcohol, Phenoxyethanol, Sodium Hydroxide, C13-14 Isoparaffin, Dimethicone Crosspolymer, Ceteareth-20, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Polysilicone-11, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Laureth-7, Citric Acid, Chlorphenesin, Mandelic Acid, Tocopheryl Acetate, Synthetic Fluorphlogopite, Ethlhexyl Palmitate, Propanediol, Fragrance, Disodium Edta, Adenosine, Evodia Rutaecarpa Fruit Extract, Limonene, Yeast Extract, Magnesium Stearate, Opuntia Coccinellifera Flower Extract, Silica Dimethyl Silylate, Caprylyl Glycol, Bht, Ethylhexylglycerin, Hyaluronic Acid, Silanetriol, Sodium Hyaluronate, Sorbic Acid, Hexylene Glycol, Bismuth Oxychloride (Ci 77163)"
Resurfacing BHA Glow Mask,Tata Harper,47991.0,https://www.sephora.com/product/resurfacing-mask-P379707?icid2=products,65.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Resveratrol Lift Hyaluronic Acid Eye Lifting Balm,Caudalie,20065.0,https://www.sephora.com/product/resveratrol-lift-eye-lifting-balm-P400610?icid2=products,62.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Resveratrol Lift Night Infusion Cream,Caudalie,11498.0,https://www.sephora.com/product/resveratrol-lift-night-infusion-cream-P400609?icid2=products,76.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Retinol Fusion PM Night Serum,Peter Thomas Roth,23537.0,https://www.sephora.com/product/retinol-fusion-pm-P251529?icid2=products,65.0,"Cyclopentasiloxane, Squalane, Water/Aqua/Eau, Retinol, Tocopheryl Acetate, Ascorbyl Palmitate, Bisabolol, Lecithin, Potassium Phosphate, Pentylene Glycol, Polysorbate-20, Alcohol"
Retinol Anti-Aging Serum,The INKEY List,68621.0,https://www.sephora.com/product/retinol-serum-P443842?icid2=products,9.99,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Retinol Youth Renewal Serum,Murad,22458.0,https://www.sephora.com/product/retinol-youth-renewal-serum-P411365?icid2=products,89.0,"Water/Aqua/Eau, Cyclopentasiloxane, Isopropyl Palmitate, C14-22 Alcohols, Polymethylsilsesquioxane, Dimethicone, Propanediol, Glyceryl Stearate, PEG-100 Stearate, Shea Butter Ethyl Esters, Retinol, Hydroxypinacolone Retinoate, Ceramide NP, Sodium Hyaluronate, Solanum Lycopersicum (Tomato) Fruit Extract, Swertia Chirata Extract, Squalane, Punica Granatum Extract, Tocopheryl Acetate, Glycine Soja (Soybean) Extract, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Glycerin, Caprylic/Capric Triglyceride, Dimethyl Isosorbide, Silica, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Butylene Glycol, Lecithin, Ammonium Acryloyldimethyltaurate/VP Copolymer, C12-20 Alkyl Glucoside, Cetyl Palmitate, Laureth-23, Polysorbate 20, Trideceth-6 Phosphate, Synthetic Fluorphlogopite, Phenoxyethanol, Ethylhexylglycerin, Chlorphenesin, Disodium EDTA, Sodium Hydroxide, Tris (Tetramethylhydroxypiperidinol) Citrate, Sodium Benzotriazolyl Butylphenol Sulfonate, Titanium Dioxide (CI 77891), Red 4 (CI 14700), Alpha-Isomethyl Ionone, Citronellol, Fragrance (Parfum)"
Revitalizing Supreme Global Anti-Aging Crème,Estée Lauder,13565.0,https://www.sephora.com/product/revitalizing-supreme-global-anti-aging-creme-P384342?icid2=products,87.0,"Revitalizing Supreme+ Cell Pwr Crm   Division: El (Estee Lauder)Ingredients: Water , Dimethicone , Glycerin , Isohexadecane , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Peg-10 Dimethicone , Disteardimonium Hectorite , Pentylene Glycol , Cucumis Sativus (Cucumber) Fruit Extract , Narcissus Tazetta Bulb Extract , Magnolia Officinalis Bark Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Sigesbeckia Orientalis (St"
Rose & Hyaluronic Acid Deep Hydration Moisturizer ,Fresh,107188.0,https://www.sephora.com/product/rose-deep-hydration-face-cream-P406686?icid2=products,42.0,"Before using a fresh product, please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use"
Rose & Hyaluronic Acid Deep Hydration Toner,Fresh,139817.0,https://www.sephora.com/product/rose-deep-hydration-facial-toner-P417936?icid2=products,45.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Mini Rose & Hyaluronic Acid Deep Hydration Moisturizer ,Fresh,32926.0,https://www.sephora.com/product/rose-deep-hydration-moisturizer-mini-P440813?icid2=products,15.0,"Before using a fresh product, please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use"
Rose Deep Hydration Sleeping Mask,Fresh,30671.0,https://www.sephora.com/product/rose-deep-hydration-sleeping-mask-P442858?icid2=products,50.0,"Water-Cream Mask:Water, Glycerin, Dicaprylyl Carbonate, Propanediol, Ammonium Acryloyldimethyltaurate/VPCopolymer, Dimethicone, PEG-60 Hydrogenated Castor Oil, Cucumis Sativus (Cucumber) FruitExtract, Oenothera Biennis (Evening Primrose) Root Extract, Rosa Damascena Flower Oil,Tocopheryl Acetate, Tocopherol, Butylene Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer,Caprylyl Glycol, Polyacrylamide, C13-14 Isoparaffin, Caprylic/Capric Triglyceride, HydroxylatedLecithin, Trehalose, Urea, Laureth-7, Caramel, Serine, Betaine, Inositol, Taurine, Algin, BHT,Pentylene Glycol, Acacia Senegal Gum, Glyceryl Polyacrylate, Pullulan, SodiumHyaluronate, Citric Acid, Disodium Phosphate, Potassium Phosphate, Potassium Sorbate,Phenoxyethanol, Citronellol, Geraniol"
Mini Rose & Hyaluronic Acid Deep Hydration Toner,Fresh,48358.0,https://www.sephora.com/product/rose-deep-hydration-toner-mini-P436353?icid2=products,25.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Rose Face Mask,Fresh,122444.0,https://www.sephora.com/product/rose-face-mask-P12336?icid2=products,62.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Rose Face Mask Mini,Fresh,0.0,https://www.sephora.com/product/rose-face-mask-mini-P426821?icid2=products,25.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Rose Floral Toner,Fresh,73395.0,https://www.sephora.com/product/rose-floral-toner-P39970?icid2=products,40.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Salicylic Acid Acne + Pore Cleanser,The INKEY List,53945.0,https://www.sephora.com/product/salicylic-acid-cleanser-P443833?icid2=products,9.99,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Seaberry Skin Nutrition Cleansing Oil,Fresh,19348.0,https://www.sephora.com/product/seaberry-skin-nutrition-cleansing-oil-P405935?icid2=products,43.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Shaba Complex™ Firming Eye Serum,Drunk Elephant,62262.0,https://www.sephora.com/product/shaba-complex-eye-serum-P419223?icid2=products,60.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Retinol Reform®,Shani Darden Skin Care,35613.0,https://www.sephora.com/product/shani-darden-retinol-reform-P455926?icid2=products,88.0,"Aqua (Water, Eau), Caprylic/Capric Triglyceride, Glycerin, Pyrus Malus (Apple) Fruit Extract, Lactic Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Lactobacillus Ferment, Isohexadecane, Retinol, Copernicia Cerifera Cera (Copernicia Cerifera (Carnauba) Wax, Cire de Carnauba), Glucosamine HCl, Plankton Extract, Camellia Sinensis Leaf Extract, Aloe Barbadensis Leaf Juice, Tocopheryl Acetate, Hydrogenated Lecithin, Linoleic Acid, Glycine Soja (Soybean) Sterols, Phospholipids, Propanediol, Sodium Cocoamphoacetate, Polysorbate 60, Oryza Sativa (Rice) Bran Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthus Annuus (Sunflower) Extract, Tocopherol, Cyamopsis Tetragonoloba, (Guar) Gum, Maltodextrin, Xanthan Gum, Lecithin, Hydrolyzed Algin, Xylitylglucoside, Anhydroxylitol, Xylitol, Tetrasodium Glutamate Diacetate, BHT, BHA, Sodium Hydroxide, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol"
